"timestamp","deposits_rate","mortgage_value","mortgage_rate","gdp_deflator","gdp_annual_growth","balance_trade","balance_trade_growth","eurrub","usdrub","rentincrease","average_provision_of_build_contract","micex","micex_rgbi_tr","micex_cbi_tr"
2010-01-29,6,142968,13.72,70.8,-0.078208582,13.7582425149701,4.03018181818182,42.1477,30.3482,41.1228571428571,5,1419.42,130.67,175
2010-01-30,6,142968,13.72,70.8,-0.078208582,13.7582425149701,4.03018181818182,42.1477,30.3482,41.1228571428571,5,1419.42,130.67,175
2010-01-31,6,142968,13.72,70.8,-0.078208582,13.7582425149701,4.03018181818182,42.1477,30.3482,41.1228571428571,5,1419.42,130.67,175
2010-02-01,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,42.2514,30.3324,41.1228571428571,5,1417,130.69,175
2010-02-02,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,42.0406,30.115,41.1228571428571,5,1436.63,130.85,175.49
2010-02-03,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.7256,29.995,41.1228571428571,5,1431.08,131.35,179.07
2010-02-04,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.5211,30.4295,41.1228571428571,5,1395.87,131.07,183.62
2010-02-05,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.3927,30.46,41.1228571428571,5,1355.64,131.07,183.62
2010-02-06,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.3927,30.46,41.1228571428571,5,1355.64,131.07,184.98
2010-02-07,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.3927,30.46,41.1228571428571,5,1355.64,131.07,187.91
2010-02-08,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.8054,30.4861,41.1228571428571,5,1322.15,131.3,189.76
2010-02-09,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.8947,30.249,41.1228571428571,5,1338.16,131.3,190.92
2010-02-10,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.6362,30.315,41.1228571428571,5,1327.24,131.17,190.92
2010-02-11,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.2714,30.1775,41.1228571428571,5,1329.35,131.17,193.6
2010-02-12,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.1596,30.2025,41.1228571428571,5,1304.86,131.23,194.07
2010-02-13,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.1596,30.2025,41.1228571428571,5,1304.86,131.23,194.07
2010-02-14,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.1596,30.2025,41.1228571428571,5,1304.86,131.23,194.07
2010-02-15,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.1289,30.2252,41.1228571428571,5,1319.22,131.2,176.79
2010-02-16,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.2927,30.0268,41.1228571428571,5,1361.49,131.26,177
2010-02-17,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,41.0084,30.1235,41.1228571428571,5,1354.09,131.39,177.3
2010-02-18,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.816,30.03,41.1228571428571,5,1338.77,131.41,177.49
2010-02-19,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7044,30.0125,41.1228571428571,5,1353.75,131.55,177.85
2010-02-20,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7044,30.0125,41.1228571428571,5,1353.75,131.55,177.85
2010-02-21,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7044,30.0125,41.1228571428571,5,1353.75,131.55,177.85
2010-02-22,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7593,29.985,41.1228571428571,5,1353.75,131.55,177.85
2010-02-23,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.5527,29.99,41.1228571428571,5,1353.75,131.55,177.85
2010-02-24,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.6713,30.021,41.1228571428571,5,1334.53,131.3,178.19
2010-02-25,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.6347,30.0405,41.1228571428571,5,1306.46,131.46,177.8
2010-02-26,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7383,29.9485,41.1228571428571,5,1323.72,131.51,178.29
2010-02-27,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7383,29.9485,41.1228571428571,5,1323.72,131.62,178.45
2010-02-28,6,8016,13.93,70.8,-0.078208582,18.114,4.03018181818182,40.7383,29.9485,41.1228571428571,5,1323.72,131.62,178.45
2010-03-01,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5562,29.9635,41.1228571428571,5,1356.27,131.78,178.45
2010-03-02,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5795,29.853,41.1228571428571,5,1368.09,132.19,175.77
2010-03-03,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.8204,29.763,41.1228571428571,5,1379.32,132.86,179.43
2010-03-04,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5701,29.866,41.1228571428571,5,1384.44,133.16,179.43
2010-03-05,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5358,29.7916,41.1228571428571,5,1414.37,133.16,179.43
2010-03-06,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5358,29.7916,41.1228571428571,5,1414.37,133.16,185.3
2010-03-07,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5358,29.7916,41.1228571428571,5,1414.37,133.16,185.3
2010-03-08,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.5818,29.753,41.1228571428571,5,1414.37,133.16,189.86
2010-03-09,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.461,29.744,41.1228571428571,5,1412.55,133.07,190.97
2010-03-10,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.3499,29.568,41.1228571428571,5,1402.35,133.14,190.97
2010-03-11,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.2839,29.474,41.1228571428571,5,1395.91,133.42,193.69
2010-03-12,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.3008,29.2977,41.1228571428571,5,1415.75,133.75,194.08
2010-03-13,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.3008,29.2977,41.1228571428571,5,1415.75,133.75,194.08
2010-03-14,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.3008,29.2977,41.1228571428571,5,1415.75,133.75,194.08
2010-03-15,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.2498,29.432,41.1228571428571,5,1400.19,133.86,181.02
2010-03-16,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.2711,29.3458,41.1228571428571,5,1420.76,131.85,181.45
2010-03-17,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.122,29.1362,41.1228571428571,5,1435.31,134.33,181.93
2010-03-18,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.9264,29.2924,41.1228571428571,5,1433.45,134.44,182.1
2010-03-19,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.7221,29.3253,41.1228571428571,5,1421.09,134.6,182.25
2010-03-20,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.7221,29.3253,41.1228571428571,5,1421.09,134.6,182.25
2010-03-21,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.7221,29.3253,41.1228571428571,5,1421.09,134.6,182.25
2010-03-22,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,40.0386,29.5268,41.1228571428571,5,1417.55,134.4,182.42
2010-03-23,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.8806,29.5203,41.1228571428571,5,1410.61,134.58,182.48
2010-03-24,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.5918,29.6675,41.1228571428571,5,1404.77,134.44,182.54
2010-03-25,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.3506,29.58,41.1228571428571,5,1406.66,134.47,182.59
2010-03-26,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.6604,29.6215,41.1228571428571,5,1415.54,134.6,182.69
2010-03-27,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.6604,29.6215,41.1228571428571,5,1415.54,134.6,182.69
2010-03-28,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.6604,29.6215,41.1228571428571,5,1415.54,134.6,182.69
2010-03-29,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.706,29.5263,41.1228571428571,5,1440.2,134.35,182.93
2010-03-30,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.5955,29.507,41.1228571428571,5,1443.81,134.37,183
2010-03-31,6,23154,13.64,70.8,-0.078208582,16.704,4.03018181818182,39.8159,29.4205,41.1228571428571,5,1450.15,134.64,183.1
2010-04-01,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.7159,29.27,41.1228571428571,4,1479.66,134.92,183.1
2010-04-02,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.4781,29.27,41.1228571428571,4,1480.17,135.16,175.88
2010-04-03,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.4781,29.27,41.1228571428571,4,1480.17,135.16,179.58
2010-04-04,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.4781,29.27,41.1228571428571,4,1480.17,135.16,179.58
2010-04-05,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.401,29.1888,41.1228571428571,4,1487.55,135.27,185.07
2010-04-06,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2371,29.3263,41.1228571428571,4,1498.64,135.39,185.37
2010-04-07,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.1421,29.3095,41.1228571428571,4,1478.44,135.4,185.37
2010-04-08,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2771,29.4194,41.1228571428571,4,1476.59,135.35,189.9
2010-04-09,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2564,29.1525,41.1228571428571,4,1496.88,133.92,189.9
2010-04-10,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2564,29.1525,41.1228571428571,4,1496.88,133.92,192.43
2010-04-11,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2564,29.1525,41.1228571428571,4,1496.88,133.92,192.43
2010-04-12,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.4051,29.0261,41.1228571428571,4,1502.66,135.44,192.43
2010-04-13,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.5008,29.1,41.1228571428571,4,1499.34,135.42,184.67
2010-04-14,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.5233,28.9194,41.1228571428571,4,1526.61,135.38,184.79
2010-04-15,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.3691,29.0239,41.1228571428571,4,1530.93,135.34,184.96
2010-04-16,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2524,29.092,41.1228571428571,4,1495.08,135.14,185.12
2010-04-17,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2524,29.092,41.1228571428571,4,1495.08,135.14,185.12
2010-04-18,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.2524,29.092,41.1228571428571,4,1495.08,135.14,185.12
2010-04-19,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.3214,29.1835,41.1228571428571,4,1459.17,134.98,185.1
2010-04-20,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.1532,29.1398,41.1228571428571,4,1473.92,135.03,185.1
2010-04-21,6,46163,13.42,70.8,-0.078208582,16.604,14.1,39.0252,29.126,41.1228571428571,4,1465.87,134.71,185.01
2010-04-22,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.8671,29.2218,41.1228571428571,4,1443.36,134.56,185.01
2010-04-23,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.9308,29.1225,41.1228571428571,4,1467.62,134.24,184.91
2010-04-24,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.9308,29.1225,41.1228571428571,4,1467.62,134.24,184.91
2010-04-25,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.9308,29.1225,41.1228571428571,4,1467.62,134.24,184.91
2010-04-26,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.8183,29.106,41.1228571428571,4,1484.26,134.25,184.95
2010-04-27,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.7961,29.3462,41.1228571428571,4,1464.17,133.49,184.67
2010-04-28,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.708,29.44,41.1228571428571,4,1430.28,133.14,184.61
2010-04-29,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.6974,29.1928,41.1228571428571,4,1455.14,133.41,184.7
2010-04-30,6,46163,13.42,70.8,-0.078208582,16.604,14.1,38.8287,29.2537,41.1228571428571,4,1436.04,133.45,184.87
2010-05-01,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.8287,29.2537,41.1228571428571,4,1436.04,133.45,184.87
2010-05-02,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.8287,29.2537,41.1228571428571,4,1436.04,133.45,175.98
2010-05-03,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.6808,29.355,41.1228571428571,4,1436.04,133.45,179.39
2010-05-04,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.5233,29.6613,41.1228571428571,4,1393.07,133.01,183.95
2010-05-05,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.6338,30.051,41.1228571428571,4,1378.43,132,184.86
2010-05-06,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.7412,30.5988,41.1228571428571,4,1365.13,129.55,184.86
2010-05-07,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.7932,30.615,41.1228571428571,4,1288.61,129.36,188.11
2010-05-08,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.7932,30.615,41.1228571428571,4,1288.61,129.36,189.99
2010-05-09,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.7932,30.615,41.1228571428571,4,1288.61,129.36,189.99
2010-05-10,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.922,30.1567,41.1228571428571,4,1288.61,129.36,192.57
2010-05-11,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.4579,30.1548,41.1228571428571,4,1334.15,129.5,192.57
2010-05-12,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.9445,29.9725,41.1228571428571,4,1391.87,130.15,192.57
2010-05-13,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.7257,30.01,41.1228571428571,4,1378.7,133.29,184.8
2010-05-14,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.6461,30.505,41.1228571428571,4,1352.01,133.05,184.74
2010-05-15,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.6461,30.505,41.1228571428571,4,1352.01,133.05,184.74
2010-05-16,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.6461,30.505,41.1228571428571,4,1352.01,133.05,184.74
2010-05-17,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.7417,30.6575,41.1228571428571,4,1357.26,133.05,184.39
2010-05-18,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.4454,30.435,41.1228571428571,4,1362.32,133.24,184.66
2010-05-19,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.9322,30.8213,41.1228571428571,4,1320.9,132.23,184.61
2010-05-20,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.8376,31.425,41.1228571428571,4,1263.99,132.04,184.41
2010-05-21,6,72265,13.41,70.8,-0.078208582,15.654,14.1,39.0265,31.0775,41.1228571428571,4,1264.91,132.56,184.41
2010-05-22,6,72265,13.41,70.8,-0.078208582,15.654,14.1,39.0265,31.0775,41.1228571428571,4,1264.91,132.56,184.41
2010-05-23,6,72265,13.41,70.8,-0.078208582,15.654,14.1,39.0265,31.0775,41.1228571428571,4,1264.91,132.56,184.41
2010-05-24,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.4608,30.9225,41.1228571428571,4,1269.37,131.91,184.53
2010-05-25,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.738,31.53,41.1228571428571,4,1197.39,131.34,184.37
2010-05-26,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.0724,31.1425,41.1228571428571,4,1265.18,131.28,184.17
2010-05-27,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.8771,30.5388,41.1228571428571,4,1305.99,131.66,184.25
2010-05-28,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.8075,30.6575,41.1228571428571,4,1309.09,132.11,184.41
2010-05-29,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.8075,30.6575,41.1228571428571,4,1309.09,132.11,184.41
2010-05-30,6,72265,13.41,70.8,-0.078208582,15.654,14.1,37.8075,30.6575,41.1228571428571,4,1309.09,132.11,184.41
2010-05-31,6,72265,13.41,70.8,-0.078208582,15.654,14.1,38.0047,30.9025,41.1228571428571,4,1332.62,131.95,184.71
2010-06-01,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1253,31.01,41.1228571428571,4,1325.49,132.57,184.71
2010-06-02,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1764,31.0625,41.1228571428571,4,1341.24,132.39,184.71
2010-06-03,6,97227,13.41,70.8,-0.078208582,13.738,14.1,37.9264,31.09,41.1228571428571,4,1350.48,132.61,184.71
2010-06-04,6,97227,13.41,70.8,-0.078208582,13.738,14.1,37.899,31.4763,41.1228571428571,4,1333.49,132.51,184.08
2010-06-05,6,97227,13.41,70.8,-0.078208582,13.738,14.1,37.899,31.4763,41.1228571428571,4,1333.49,132.51,184.51
2010-06-06,6,97227,13.41,70.8,-0.078208582,13.738,14.1,37.899,31.4763,41.1228571428571,4,1333.49,132.51,184.51
2010-06-07,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.0125,31.7775,41.1228571428571,4,1322,132.5,187.76
2010-06-08,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.0605,31.8,41.1228571428571,4,1301.41,132.43,190
2010-06-09,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.0409,31.4813,41.1228571428571,4,1315.13,132.61,191.04
2010-06-10,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1713,31.465,41.1228571428571,4,1340.09,132.77,192.59
2010-06-11,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1162,31.5816,41.1228571428571,4,1336.09,132.97,192.59
2010-06-12,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1162,31.5816,41.1228571428571,4,1336.09,132.97,194.29
2010-06-13,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1162,31.5816,41.1228571428571,4,1336.09,132.97,194.29
2010-06-14,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.7825,31.654,41.1228571428571,4,1336.09,132.97,194.29
2010-06-15,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.5637,31.2325,41.1228571428571,4,1371.31,133.05,186.11
2010-06-16,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.4357,31.1388,41.1228571428571,4,1369.59,133.05,186.45
2010-06-17,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.2186,31.043,41.1228571428571,4,1356.18,133.11,186.73
2010-06-18,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3323,30.9961,41.1228571428571,4,1367.71,133.21,186.92
2010-06-19,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3323,30.9961,41.1228571428571,4,1367.71,133.21,186.92
2010-06-20,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3323,30.9961,41.1228571428571,4,1367.71,133.21,186.92
2010-06-21,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.048,30.7851,41.1228571428571,4,1406.21,133.11,187.19
2010-06-22,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.0002,30.8893,41.1228571428571,4,1388.11,133.28,187.25
2010-06-23,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1965,31.1599,41.1228571428571,4,1377.97,133.3,187.26
2010-06-24,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.354,31.0038,41.1228571428571,4,1363.15,133.16,187.28
2010-06-25,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3109,31.0306,41.1228571428571,4,1347.58,133.08,187.35
2010-06-26,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3109,31.0306,41.1228571428571,4,1347.58,133.08,187.35
2010-06-27,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.3109,31.0306,41.1228571428571,4,1347.58,133.08,187.35
2010-06-28,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.1832,31.0394,41.1228571428571,4,1363.4,132.98,188.03
2010-06-29,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.2215,31.3363,41.1228571428571,4,1323.29,132.92,187.92
2010-06-30,6,97227,13.41,70.8,-0.078208582,13.738,14.1,38.2906,31.2095,41.1228571428571,4,1309.31,132.96,188.12
2010-07-01,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,38.7308,31.2763,41.1228571428571,5,1254.65,132.71,188.12
2010-07-02,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0383,31.115,41.1228571428571,5,1288.05,132.81,188.12
2010-07-03,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0383,31.115,41.1228571428571,5,1288.05,132.81,188.12
2010-07-04,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0383,31.115,41.1228571428571,5,1288.05,132.81,184.23
2010-07-05,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0341,31.175,41.1228571428571,5,1292.19,132.8,184.43
2010-07-06,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.1459,30.9588,41.1228571428571,5,1327.63,132.77,185.52
2010-07-07,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.1577,31.0638,41.1228571428571,5,1327.77,132.81,187.84
2010-07-08,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0891,30.9125,41.1228571428571,5,1320.64,133.03,187.84
2010-07-09,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0442,30.8425,41.1228571428571,5,1324.17,132.93,191.1
2010-07-10,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0442,30.8425,41.1228571428571,5,1324.17,132.93,192.52
2010-07-11,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.0442,30.8425,41.1228571428571,5,1324.17,132.93,192.52
2010-07-12,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,38.7513,30.8088,41.1228571428571,5,1344.57,132.92,194.3
2010-07-13,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,38.8945,30.555,41.1228571428571,5,1367.91,132.85,188.37
2010-07-14,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,38.9549,30.515,41.1228571428571,5,1358.6,132.8,188.4
2010-07-15,6,125900,13.32,70.8,-0.078208582,13.635,-4.1,39.267,30.4775,41.1228571428571,5,1340.2,132.9,188.51
